common/job_number/__text,common/job_kind/__text,common/job_name/__text,common/job_result/__text,common/job_result_detail/__text,common/start_time/second/__text,common/start_time/minute/__text,common/start_time/hour/__text,common/start_time/day/__text,common/start_time/month/__text,common/start_time/year/__text,common/start_time/wday/__text,common/start_time/yday/__text,common/start_time/is_dst/__text,common/start_time/time_zone/__text,common/end_time/second/__text,common/end_time/minute/__text,common/end_time/hour/__text,common/end_time/day/__text,common/end_time/month/__text,common/end_time/year/__text,common/end_time/wday/__text,common/end_time/yday/__text,common/end_time/is_dst/__text,common/end_time/time_zone/__text,common/pages/__text,detail/print_color_mode/__text,detail/complete_copies/__text,detail/copies/__text,detail/complete_pages/__text,common/user_name/__text
34300,PRINTER,5344665_353_149 051817 093827227,OK,0,14,44,9,18,4,117,4,137,1,-0500,21,44,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34299,PRINTER,5344661_353_149 051817 093822279,OK,0,9,44,9,18,4,117,4,137,1,-0500,16,44,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34298,PRINTER,Notification_Le 051817 093751860,OK,0,38,43,9,18,4,117,4,137,1,-0500,46,43,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34297,PRINTER,5344829_353_149 051817 093731677,OK,0,18,43,9,18,4,117,4,137,1,-0500,26,43,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34296,PRINTER,Notification_Le 051817 093641701,OK,0,28,42,9,18,4,117,4,137,1,-0500,36,42,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34295,PRINTER,5344637_353_149 051817 093625612,OK,0,12,42,9,18,4,117,4,137,1,-0500,20,42,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34294,PRINTER,5344633_353_149 051817 093620991,OK,0,8,42,9,18,4,117,4,137,1,-0500,16,42,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34293,PRINTER,TX-HOME-161110-07142-permit.pdf,OK,0,39,27,9,18,4,117,4,137,1,-0500,54,27,9,18,4,117,4,137,1,-0500,2,BLACK_AND_WHITE,2,2,4,anaisa.licerio
34292,PRINTER,doc033647201705 051817 091355413,OK,0,0,20,9,18,4,117,4,137,1,-0500,31,20,9,18,4,117,4,137,1,-0500,6,FULL_COLOR,1,1,6,yoli.gonzalez
34291,PRINTER,doc033646201705 051817 091325426,OK,0,30,19,9,18,4,117,4,137,1,-0500,39,19,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
34290,PRINTER,Wallet (9) 051817 085425739,OK,0,34,0,9,18,4,117,4,137,1,-0500,2,1,9,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,yoli.gonzalez
34289,COPY,doc03428920170518084807,OK,0,7,48,8,18,4,117,4,137,1,-0500,15,49,8,18,4,117,4,137,1,-0500,2,BLACK_AND_WHITE,20,20,40,
34288,COPY,doc03428820170518084749,OK,0,49,47,8,18,4,117,4,137,1,-0500,5,48,8,18,4,117,4,137,1,-0500,2,BLACK_AND_WHITE,1,1,2,
34287,COPY,doc03428720170518084739,OK,0,39,47,8,18,4,117,4,137,1,-0500,47,47,8,18,4,117,4,137,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34286,PRINTER,Brittany_Landez 051817 083626671,OK,0,16,42,8,18,4,117,4,137,1,-0500,35,42,8,18,4,117,4,137,1,-0500,3,FULL_COLOR,1,1,3,brittany.lanez
34285,PRINTER,Microsoft Outlo 051817 083227621,OK,0,16,38,8,18,4,117,4,137,1,-0500,24,38,8,18,4,117,4,137,1,-0500,1,FULL_COLOR,1,1,1,rogelio.rodriguez
34284,PRINTER,Microsoft Outlo 051817 083136843,OK,0,25,37,8,18,4,117,4,137,1,-0500,32,37,8,18,4,117,4,137,1,-0500,1,BLACK_AND_WHITE,1,1,1,rogelio.rodriguez
34283,PRINTER,Microsoft Outlo 051817 083102757,OK,0,51,36,8,18,4,117,4,137,1,-0500,2,37,8,18,4,117,4,137,1,-0500,2,MIXED,1,1,2,rogelio.rodriguez
34282,PRINTER,Microsoft Outlo 051817 083047001,OK,0,36,36,8,18,4,117,4,137,1,-0500,44,36,8,18,4,117,4,137,1,-0500,2,FULL_COLOR,1,1,2,rogelio.rodriguez
34281,PRINTER,Microsoft Outlo 051817 083016269,OK,0,5,36,8,18,4,117,4,137,1,-0500,15,36,8,18,4,117,4,137,1,-0500,2,FULL_COLOR,1,1,2,rogelio.rodriguez
34280,COPY,doc03428020170518083104,OK,0,4,31,8,18,4,117,4,137,1,-0500,18,31,8,18,4,117,4,137,1,-0500,1,BLACK_AND_WHITE,3,3,3,
34279,PRINTER,CODE COMPLIANCE 051817 082022259,OK,0,11,26,8,18,4,117,4,137,1,-0500,21,28,8,18,4,117,4,137,1,-0500,1,FULL_COLOR,7,7,7,yvonne.briones
34278,PRINTER,Cities Serving  051817 080531970,OK,0,22,11,8,18,4,117,4,137,1,-0500,28,12,8,18,4,117,4,137,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34276,COPY,doc03427620170517162958,OK,0,58,29,16,17,4,117,3,136,1,-0500,5,30,16,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34275,PRINTER,Case violations 051717 161423802,OK,0,17,20,16,17,4,117,3,136,1,-0500,35,20,16,17,4,117,3,136,1,-0500,3,FULL_COLOR,1,1,3,yoli.gonzalez
34274,PRINTER,Inbox [1/15] -  051717 161034316,OK,0,10,16,16,17,4,117,3,136,1,-0500,17,16,16,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34273,PRINTER,TX-GS-170517-03237-permit.pdf,OK,0,26,15,16,17,4,117,3,136,1,-0500,36,15,16,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,anaisa.licerio
34272,PRINTER,Inbox [1/15] -  051717 160933390,OK,0,9,15,16,17,4,117,3,136,1,-0500,20,15,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34271,PRINTER,Inbox [1/15] -  051717 160918366,OK,0,54,14,16,17,4,117,3,136,1,-0500,4,15,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34270,PRINTER,Inbox [1/15] -  051717 160854380,OK,0,30,14,16,17,4,117,3,136,1,-0500,40,14,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34269,PRINTER,Sent [1/14] - C 051717 160751103,OK,0,27,13,16,17,4,117,3,136,1,-0500,36,13,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34268,PRINTER,Sent [1/14] - C 051717 160739248,OK,0,15,13,16,17,4,117,3,136,1,-0500,24,13,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34267,PRINTER,Sent [1/14] - C 051717 160647246,OK,0,23,12,16,17,4,117,3,136,1,-0500,37,12,16,17,4,117,3,136,1,-0500,2,BLACK_AND_WHITE,1,1,2,brittany.lanez
34266,PRINTER,Inbox [1/14] -  051717 160431656,OK,0,8,10,16,17,4,117,3,136,1,-0500,20,10,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34265,PRINTER,Inbox [1/14] -  051717 160413046,OK,0,49,9,16,17,4,117,3,136,1,-0500,19,10,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34264,PRINTER,Inbox [1/14] -  051717 160343873,OK,0,20,9,16,17,4,117,3,136,1,-0500,29,9,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34263,PRINTER,Inbox [1/14] -  051717 160336300,OK,0,12,9,16,17,4,117,3,136,1,-0500,21,9,16,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34262,PRINTER,TX-F-170516-03205-permit.pdf,OK,0,26,58,15,17,4,117,3,136,1,-0500,35,58,15,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,2,2,2,anaisa.licerio
34261,PRINTER,RESIDENTIAL REQ 051717 154455512,OK,0,32,50,15,17,4,117,3,136,1,-0500,39,50,15,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,linda.coronado
34260,PRINTER,CODE COMPLIANCE 051717 153945130,OK,0,22,45,15,17,4,117,3,136,1,-0500,56,47,15,17,4,117,3,136,1,-0500,1,FULL_COLOR,12,12,12,yvonne.briones
34259,PRINTER,Hidalgo CAD - P 051717 152921153,OK,0,15,35,15,17,4,117,3,136,1,-0500,31,35,15,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,yoli.gonzalez
34258,PRINTER,Cities Serving  051717 152903250,OK,0,58,34,15,17,4,117,3,136,1,-0500,12,35,15,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,yoli.gonzalez
34257,COPY,doc03425720170517152754,OK,0,54,27,15,17,4,117,3,136,1,-0500,0,28,15,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34256,PRINTER,Case violations 051717 152109993,OK,0,5,27,15,17,4,117,3,136,1,-0500,32,27,15,17,4,117,3,136,1,-0500,7,FULL_COLOR,1,1,7,yoli.gonzalez
34255,PRINTER,TX-CR-170313-01466-permit.pdf,OK,0,3,22,15,17,4,117,3,136,1,-0500,14,22,15,17,4,117,3,136,1,-0500,2,BLACK_AND_WHITE,2,2,4,anaisa.licerio
34254,PRINTER,TX-CR-170313-01466-permit.pdf,OK,0,17,20,15,17,4,117,3,136,1,-0500,31,20,15,17,4,117,3,136,1,-0500,2,BLACK_AND_WHITE,2,2,4,anaisa.licerio
34253,PRINTER,TX-GS-170517-03233-permit.pdf,OK,0,47,16,15,17,4,117,3,136,1,-0500,53,16,15,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,anaisa.licerio
34252,PRINTER,Air Temp AC - C 051717 151010235,OK,0,48,15,15,17,4,117,3,136,1,-0500,57,15,15,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,linda.coronado
34249,COPY,doc03424920170517144316,OK,0,16,43,14,17,4,117,3,136,1,-0500,55,43,14,17,4,117,3,136,1,-0500,14,FULL_COLOR,1,1,14,
34248,COPY,doc03424820170517144301,OK,0,1,43,14,17,4,117,3,136,1,-0500,7,43,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34247,PRINTER,Case violations 051717 143448766,OK,0,45,40,14,17,4,117,3,136,1,-0500,14,41,14,17,4,117,3,136,1,-0500,7,FULL_COLOR,1,1,7,yoli.gonzalez
34245,COPY,doc03424520170517143726,OK,0,26,37,14,17,4,117,3,136,1,-0500,39,37,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,
34241,COPY,doc03424120170517143516,OK,0,16,35,14,17,4,117,3,136,1,-0500,22,35,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34240,COPY,doc03424020170517143507,OK,0,7,35,14,17,4,117,3,136,1,-0500,13,35,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34239,PRINTER,Cities Serving  051717 142738145,OK,0,17,33,14,17,4,117,3,136,1,-0500,31,33,14,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34238,PRINTER,https://app.mygov.us/pi/projects/newpermit/inspection_overview.,OK,0,38,29,14,17,4,117,3,136,1,-0500,51,29,14,17,4,117,3,136,1,-0500,3,BLACK_AND_WHITE,1,1,3,anaisa.licerio
34237,COPY,doc03423720170517141833,OK,0,33,18,14,17,4,117,3,136,1,-0500,43,18,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,3,3,3,
34236,PRINTER,Inbox [1/9] - C 051717 141143244,OK,0,23,17,14,17,4,117,3,136,1,-0500,32,17,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34235,PRINTER,Inbox [1/9] - C 051717 141136762,OK,0,16,17,14,17,4,117,3,136,1,-0500,26,17,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34234,PRINTER,Inbox [1/9] - C 051717 141131536,OK,0,11,17,14,17,4,117,3,136,1,-0500,21,17,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34233,PRINTER,Inbox [1/9] - C 051717 141122892,OK,0,2,17,14,17,4,117,3,136,1,-0500,13,17,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34232,PRINTER,Inbox [1/9] - C 051717 141117341,OK,0,57,16,14,17,4,117,3,136,1,-0500,12,17,14,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34231,PRINTER,Inbox [1/274] - 051717 141041162,OK,0,20,16,14,17,4,117,3,136,1,-0500,30,16,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34230,PRINTER,Inbox [1/274] - 051717 141030780,OK,0,10,16,14,17,4,117,3,136,1,-0500,25,16,14,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34229,PRINTER,Inbox [1/274] - 051717 141025735,OK,0,5,16,14,17,4,117,3,136,1,-0500,14,16,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34228,PRINTER,Inbox [1/274] - 051717 140959473,OK,0,39,15,14,17,4,117,3,136,1,-0500,47,15,14,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34227,PRINTER,RESIDENTIAL REQ 051717 135726154,OK,0,6,3,14,17,4,117,3,136,1,-0500,13,3,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,linda.coronado
34226,COPY,doc03422620170517140127,OK,0,27,1,14,17,4,117,3,136,1,-0500,33,1,14,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34224,PRINTER,100.pdf 051717 133712683,OK,0,53,42,13,17,4,117,3,136,1,-0500,1,43,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34223,PRINTER,5326019_353_149 051717 133603129,OK,0,44,41,13,17,4,117,3,136,1,-0500,52,41,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34222,PRINTER,5193029_353_149 051717 133555784,OK,0,37,41,13,17,4,117,3,136,1,-0500,44,41,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34221,PRINTER,5118019_353_149 051717 133549964,OK,0,31,41,13,17,4,117,3,136,1,-0500,38,41,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34220,PRINTER,5041425_353_149 051717 133544654,OK,0,25,41,13,17,4,117,3,136,1,-0500,33,41,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34219,PRINTER,Full page photo 051717 133502106,OK,0,43,40,13,17,4,117,3,136,1,-0500,50,40,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,rick.gamboa
34218,PRINTER,Full page photo 051717 133345958,OK,0,27,39,13,17,4,117,3,136,1,-0500,34,39,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,rick.gamboa
34217,PRINTER,7613.pdf 051717 133216392,OK,0,57,37,13,17,4,117,3,136,1,-0500,5,38,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34216,PRINTER,5326303_353_149 051717 133106525,OK,0,47,36,13,17,4,117,3,136,1,-0500,55,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34215,PRINTER,5326299_353_149 051717 133102180,OK,0,43,36,13,17,4,117,3,136,1,-0500,51,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34214,PRINTER,5237563_353_149 051717 133054450,OK,0,35,36,13,17,4,117,3,136,1,-0500,43,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34213,PRINTER,5237559_353_149 051717 133049588,OK,0,31,36,13,17,4,117,3,136,1,-0500,38,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34212,PRINTER,5237555_353_149 051717 133045402,OK,0,26,36,13,17,4,117,3,136,1,-0500,34,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34211,PRINTER,5141763_353_149 051717 133038563,OK,0,19,36,13,17,4,117,3,136,1,-0500,27,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34210,PRINTER,5141759_353_149 051717 133032761,OK,0,14,36,13,17,4,117,3,136,1,-0500,23,36,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34209,PRINTER,Inbox [1/6] - C 051717 132934561,OK,0,15,35,13,17,4,117,3,136,1,-0500,31,35,13,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34208,PRINTER,Inbox [1/6] - C 051717 132924876,OK,0,6,35,13,17,4,117,3,136,1,-0500,23,35,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34207,PRINTER,Inbox [1/13] -  051717 132855012,OK,0,36,34,13,17,4,117,3,136,1,-0500,52,34,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34206,PRINTER,Inbox [1/13] -  051717 132842112,OK,0,23,34,13,17,4,117,3,136,1,-0500,39,34,13,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34205,PRINTER,Inbox [1/13] -  051717 132835763,OK,0,16,34,13,17,4,117,3,136,1,-0500,29,34,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34204,PRINTER,Inbox [1/13] -  051717 132830118,OK,0,11,34,13,17,4,117,3,136,1,-0500,27,34,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34203,PRINTER,Inbox [1/13] -  051717 132824343,OK,0,5,34,13,17,4,117,3,136,1,-0500,21,34,13,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34202,PRINTER,Inbox [1/13] -  051717 132816866,OK,0,58,33,13,17,4,117,3,136,1,-0500,7,34,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34201,PRINTER,Inbox [1/13] -  051717 132811342,OK,0,52,33,13,17,4,117,3,136,1,-0500,6,34,13,17,4,117,3,136,1,-0500,2,FULL_COLOR,1,1,2,brittany.lanez
34200,PRINTER,801.pdf 051717 132800546,OK,0,44,33,13,17,4,117,3,136,1,-0500,57,33,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34199,PRINTER,Inbox [1/13] -  051717 132759242,OK,0,40,33,13,17,4,117,3,136,1,-0500,56,33,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34198,PRINTER,Inbox [1/13] -  051717 132752075,OK,0,33,33,13,17,4,117,3,136,1,-0500,41,33,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34197,PRINTER,Inbox [1/13] -  051717 132743174,OK,0,24,33,13,17,4,117,3,136,1,-0500,32,33,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34196,PRINTER,Inbox [1/13] -  051717 132737102,OK,0,18,33,13,17,4,117,3,136,1,-0500,26,33,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34195,PRINTER,Inbox [1/10] -  051717 132646075,OK,0,27,32,13,17,4,117,3,136,1,-0500,43,32,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34194,PRINTER,Inbox [1/10] -  051717 132640859,OK,0,22,32,13,17,4,117,3,136,1,-0500,34,32,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34193,PRINTER,Inbox [1/10] -  051717 132636236,OK,0,17,32,13,17,4,117,3,136,1,-0500,33,32,13,17,4,117,3,136,1,-0500,2,MIXED,1,1,2,brittany.lanez
34192,PRINTER,Inbox [1/10] -  051717 132631007,OK,0,12,32,13,17,4,117,3,136,1,-0500,21,32,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34191,PRINTER,Inbox [1/10] -  051717 132617655,OK,0,58,31,13,17,4,117,3,136,1,-0500,9,32,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34190,PRINTER,Inbox [1/10] -  051717 132611456,OK,0,52,31,13,17,4,117,3,136,1,-0500,1,32,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34189,PRINTER,Inbox [1/10] -  051717 132608405,OK,0,49,31,13,17,4,117,3,136,1,-0500,0,32,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34188,PRINTER,5324903_353_149 051717 132557448,OK,0,40,31,13,17,4,117,3,136,1,-0500,58,31,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34187,PRINTER,Inbox [1/10] -  051717 132556912,OK,0,38,31,13,17,4,117,3,136,1,-0500,57,31,13,17,4,117,3,136,1,-0500,2,BLACK_AND_WHITE,1,1,2,brittany.lanez
34186,PRINTER,5233019_353_149 051717 132551216,OK,0,35,31,13,17,4,117,3,136,1,-0500,51,31,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34185,PRINTER,Inbox [1/10] -  051717 132551549,OK,0,32,31,13,17,4,117,3,136,1,-0500,47,31,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34184,PRINTER,Inbox [1/10] -  051717 132547806,OK,0,29,31,13,17,4,117,3,136,1,-0500,46,31,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,brittany.lanez
34183,PRINTER,5233015_353_149 051717 132546348,OK,0,27,31,13,17,4,117,3,136,1,-0500,34,31,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34182,PRINTER,5139439_353_149 051717 132540676,OK,0,23,31,13,17,4,117,3,136,1,-0500,33,31,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34181,PRINTER,Inbox [1/10] -  051717 132540629,OK,0,21,31,13,17,4,117,3,136,1,-0500,30,31,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,brittany.lanez
34180,PRINTER,5901.pdf 051717 132251916,OK,0,33,28,13,17,4,117,3,136,1,-0500,41,28,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34179,PRINTER,5331349_353_149 051717 132131967,OK,0,13,27,13,17,4,117,3,136,1,-0500,21,27,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34178,PRINTER,5230891_353_149 051717 132125472,OK,0,7,27,13,17,4,117,3,136,1,-0500,14,27,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34177,PRINTER,5149651_353_149 051717 132118464,OK,0,0,27,13,17,4,117,3,136,1,-0500,8,27,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34176,PRINTER,313 DICKER.pdf 051717 131933516,OK,0,15,25,13,17,4,117,3,136,1,-0500,23,25,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34175,PRINTER,5333941_353_149 051717 131743705,OK,0,25,23,13,17,4,117,3,136,1,-0500,32,23,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34174,PRINTER,5230895_353_149 051717 131737003,OK,0,18,23,13,17,4,117,3,136,1,-0500,27,23,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34173,PRINTER,Notification_Le 051717 131045360,OK,0,27,16,13,17,4,117,3,136,1,-0500,35,16,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34172,PRINTER,5335945_353_149 051717 131029240,OK,0,11,16,13,17,4,117,3,136,1,-0500,18,16,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34171,PRINTER,Notification_Le 051717 130948921,OK,0,30,15,13,17,4,117,3,136,1,-0500,38,15,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34170,PRINTER,5338365_353_149 051717 130930973,OK,0,13,15,13,17,4,117,3,136,1,-0500,20,15,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34169,PRINTER,5338273_353_149 051717 130920828,OK,0,2,15,13,17,4,117,3,136,1,-0500,11,15,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34168,PRINTER,Contractor_Noti 051717 130752174,OK,0,34,13,13,17,4,117,3,136,1,-0500,40,13,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,yvonne.briones
34167,PRINTER,5338001_353_149 051717 130729612,OK,0,11,13,13,17,4,117,3,136,1,-0500,19,13,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34166,PRINTER,Contractor_Noti 051717 130712414,OK,0,54,12,13,17,4,117,3,136,1,-0500,0,13,13,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,yvonne.briones
34165,PRINTER,5338201_353_149 051717 130652094,OK,0,34,12,13,17,4,117,3,136,1,-0500,43,12,13,17,4,117,3,136,1,-0500,1,FULL_COLOR,1,1,1,yvonne.briones
34164,PRINTER,TX-GS-170517-03225-permit.pdf,OK,0,46,55,12,17,4,117,3,136,1,-0500,53,55,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,anaisa.licerio
34163,COPY,doc03416320170517125226,OK,0,26,52,12,17,4,117,3,136,1,-0500,32,52,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34162,PRINTER,TX-MHP-170515-03176-permit.pdf,OK,0,16,52,12,17,4,117,3,136,1,-0500,25,52,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,2,2,2,anaisa.licerio
34161,PRINTER,TX-CR-170516-03190-permit.pdf,OK,0,27,50,12,17,4,117,3,136,1,-0500,36,50,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,2,2,2,anaisa.licerio
34160,PRINTER,TX-GS-170517-03223-permit.pdf,OK,0,58,38,12,17,4,117,3,136,1,-0500,6,39,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,anaisa.licerio
34159,PRINTER,TX-GS-170517-03221-permit.pdf,OK,0,44,35,12,17,4,117,3,136,1,-0500,52,35,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,anaisa.licerio
34158,PRINTER,TX-CR-170313-01466-permit.pdf,OK,0,59,21,12,17,4,117,3,136,1,-0500,8,22,12,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,2,2,2,anaisa.licerio
34157,COPY,doc03415720170517115618,OK,0,18,56,11,17,4,117,3,136,1,-0500,24,56,11,17,4,117,3,136,1,-0500,1,BLACK_AND_WHITE,1,1,1,
34156,PRINTER,Microsoft Outlo 051717 115008888,OK,0,53,55,11,17,4,117,3,136,1,-0500,3,56,11,17,4,117,3,136,1,-0500,3,BLACK_AND_WHITE,1,1,3,rick.gamboa
