common/job_number/__text,common/job_kind/__text,common/job_name/__text,common/job_result/__text,common/job_result_detail/__text,common/start_time/second/__text,common/start_time/minute/__text,common/start_time/hour/__text,common/start_time/day/__text,common/start_time/month/__text,common/start_time/year/__text,common/start_time/wday/__text,common/start_time/yday/__text,common/start_time/is_dst/__text,common/start_time/time_zone/__text,common/end_time/second/__text,common/end_time/minute/__text,common/end_time/hour/__text,common/end_time/day/__text,common/end_time/month/__text,common/end_time/year/__text,common/end_time/wday/__text,common/end_time/yday/__text,common/end_time/is_dst/__text,common/end_time/time_zone/__text,common/pages/__text,common/user_name/__text,detail/print_color_mode/__text,detail/complete_copies/__text,detail/copies/__text,detail/complete_pages/__text
54654,PRINTER,2017 0522 Pizza 052217 093448973,OK,0,33,36,9,22,4,117,1,141,1,-0500,41,36,9,22,4,117,1,141,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54653,PRINTER,RECEIPTS LOG (O 052217 093221011,OK,0,5,34,9,22,4,117,1,141,1,-0500,12,34,9,22,4,117,1,141,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54652,PRINTER,RECEIPTS LOG (O 052217 093208407,OK,0,52,33,9,22,4,117,1,141,1,-0500,1,34,9,22,4,117,1,141,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54651,PRINTER,Wishlist.xlsx 052217 092831974,OK,0,16,30,9,22,4,117,1,141,1,-0500,26,30,9,22,4,117,1,141,1,-0500,1,maria.rangel,FULL_COLOR,1,1,1
54650,COPY,doc05465020170522092747,OK,0,47,27,9,22,4,117,1,141,1,-0500,54,27,9,22,4,117,1,141,1,-0500,1,,FULL_COLOR,1,1,1
54649,COPY,doc05464920170522092549,OK,0,49,25,9,22,4,117,1,141,1,-0500,58,25,9,22,4,117,1,141,1,-0500,1,,FULL_COLOR,1,1,1
54648,PRINTER,P&Z_COMMISSION  052217 085608876,OK,0,54,57,8,22,4,117,1,141,1,-0500,2,58,8,22,4,117,1,141,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54647,COPY,doc05464720170522085552,OK,0,52,55,8,22,4,117,1,141,1,-0500,58,55,8,22,4,117,1,141,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54646,PRINTER,Audience Attend 052217 085214199,OK,0,59,53,8,22,4,117,1,141,1,-0500,9,54,8,22,4,117,1,141,1,-0500,2,alexandra.esparza,FULL_COLOR,1,1,2
54645,PRINTER,Microsoft Outlo 052217 085048217,OK,0,33,52,8,22,4,117,1,141,1,-0500,42,52,8,22,4,117,1,141,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54644,PRINTER,main 052217 083636216,OK,0,22,38,8,22,4,117,1,141,1,-0500,30,38,8,22,4,117,1,141,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54643,PRINTER,WinDOS Appli 052217 083501748,OK,0,47,36,8,22,4,117,1,141,1,-0500,54,36,8,22,4,117,1,141,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54642,PRINTER,Microsoft Outlo 052217 083450787,OK,0,36,36,8,22,4,117,1,141,1,-0500,44,36,8,22,4,117,1,141,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54641,PRINTER,Microsoft Outlo 052217 083442465,OK,0,28,36,8,22,4,117,1,141,1,-0500,35,36,8,22,4,117,1,141,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54640,PRINTER,Microsoft Outlo 052217 083415011,OK,0,1,36,8,22,4,117,1,141,1,-0500,9,36,8,22,4,117,1,141,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54638,PRINTER,Document1 052217 082342919,OK,0,29,25,8,22,4,117,1,141,1,-0500,37,25,8,22,4,117,1,141,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54637,PRINTER,Microsoft Outlo 052217 081044620,OK,0,27,12,8,22,4,117,1,141,1,-0500,37,12,8,22,4,117,1,141,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54636,PRINTER,Notifications.x 052217 080448671,OK,0,34,6,8,22,4,117,1,141,1,-0500,53,6,8,22,4,117,1,141,1,-0500,2,rogelio.martinez,BLACK_AND_WHITE,1,1,2
54635,PRINTER,Microsoft Outlo 051917 172906219,OK,0,33,30,17,19,4,117,5,138,1,-0500,41,30,17,19,4,117,5,138,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54634,PRINTER,Microsoft Outlo 051917 172859477,OK,0,26,30,17,19,4,117,5,138,1,-0500,37,30,17,19,4,117,5,138,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54633,PRINTER,Chart.xls 051917 165602778,OK,0,30,57,16,19,4,117,5,138,1,-0500,39,57,16,19,4,117,5,138,1,-0500,2,maricela.salinas,BLACK_AND_WHITE,1,1,2
54632,PRINTER,Microsoft Outlo 051917 164638575,OK,0,6,48,16,19,4,117,5,138,1,-0500,16,48,16,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54630,PRINTER,ALIANZA BUSINES 051917 164135403,OK,0,3,43,16,19,4,117,5,138,1,-0500,17,43,16,19,4,117,5,138,1,-0500,1,samuel.tooley,BLACK_AND_WHITE,1,1,1
54629,PRINTER,ALIANZA BUSINES 051917 163917912,OK,0,46,40,16,19,4,117,5,138,1,-0500,59,42,16,19,4,117,5,138,1,-0500,1,eddie.martinez,BLACK_AND_WHITE,1,1,1
54628,PRINTER,ALIANZA BUSINES 051917 163809464,OK,0,37,39,16,19,4,117,5,138,1,-0500,50,39,16,19,4,117,5,138,1,-0500,1,eddie.martinez,BLACK_AND_WHITE,1,1,1
54627,PRINTER,P&Z_FILE FOLDER 051917 163150406,OK,0,18,33,16,19,4,117,5,138,1,-0500,35,33,16,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54626,PRINTER,P&Z_FILE FOLDER 051917 163026027,OK,0,54,31,16,19,4,117,5,138,1,-0500,10,32,16,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54625,PRINTER,P&Z_FILE FOLDER 051917 162845114,OK,0,13,30,16,19,4,117,5,138,1,-0500,29,30,16,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54624,PRINTER,Checklist - COZ 051917 162539036,OK,0,7,27,16,19,4,117,5,138,1,-0500,22,27,16,19,4,117,5,138,1,-0500,2,alexandra.esparza,MIXED,1,1,2
54623,COPY,doc05462320170519162048,OK,0,48,20,16,19,4,117,5,138,1,-0500,55,20,16,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54622,PRINTER,Microsoft Outlo 051917 160904462,OK,0,33,10,16,19,4,117,5,138,1,-0500,43,10,16,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54621,PRINTER,Inventory Files 051917 160800212,OK,0,29,9,16,19,4,117,5,138,1,-0500,18,10,16,19,4,117,5,138,1,-0500,33,maricela.salinas,BLACK_AND_WHITE,1,1,33
54620,COPY,doc05462020170519160550,OK,0,50,5,16,19,4,117,5,138,1,-0500,56,5,16,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54619,COPY,doc05461920170519160134,OK,0,34,1,16,19,4,117,5,138,1,-0500,41,1,16,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54618,COPY,doc05461820170519155811,OK,0,11,58,15,19,4,117,5,138,1,-0500,17,58,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54617,COPY,doc05461720170519155525,OK,0,25,55,15,19,4,117,5,138,1,-0500,32,55,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54616,COPY,doc05461620170519155519,OK,0,19,55,15,19,4,117,5,138,1,-0500,28,55,15,19,4,117,5,138,1,-0500,3,,BLACK_AND_WHITE,1,1,3
54615,COPY,doc05461520170519154442,OK,0,42,44,15,19,4,117,5,138,1,-0500,47,44,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54614,COPY,doc05461420170519154434,OK,0,34,44,15,19,4,117,5,138,1,-0500,41,44,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54613,PRINTER,P&Z_CALLING FOR 051917 153853138,OK,0,22,40,15,19,4,117,5,138,1,-0500,32,40,15,19,4,117,5,138,1,-0500,2,alexandra.esparza,MIXED,1,1,2
54612,COPY,doc05461220170519153117,OK,0,17,31,15,19,4,117,5,138,1,-0500,43,31,15,19,4,117,5,138,1,-0500,16,,BLACK_AND_WHITE,1,1,16
54611,COPY,doc05461120170519153017,OK,0,17,30,15,19,4,117,5,138,1,-0500,23,30,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54610,COPY,doc05461020170519152844,OK,0,44,28,15,19,4,117,5,138,1,-0500,49,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54609,COPY,doc05460920170519152833,OK,0,33,28,15,19,4,117,5,138,1,-0500,38,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54608,COPY,doc05460820170519152824,OK,0,24,28,15,19,4,117,5,138,1,-0500,29,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54607,COPY,doc05460720170519152816,OK,0,16,28,15,19,4,117,5,138,1,-0500,21,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54606,COPY,doc05460620170519152806,OK,0,6,28,15,19,4,117,5,138,1,-0500,11,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54605,COPY,doc05460520170519152756,OK,0,56,27,15,19,4,117,5,138,1,-0500,2,28,15,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54604,COPY,doc05460420170519145629,OK,0,29,56,14,19,4,117,5,138,1,-0500,47,20,15,19,4,117,5,138,1,-0500,59,,FULL_COLOR,12,12,708
54602,PRINTER,SUP_J. GARCIA_A 051917 145214898,OK,0,45,53,14,19,4,117,5,138,1,-0500,59,53,14,19,4,117,5,138,1,-0500,1,alexandra.esparza,BLACK_AND_WHITE,1,1,1
54601,PRINTER,CUP_Zoning.pdf 051917 144543277,OK,0,24,47,14,19,4,117,5,138,1,-0500,33,53,14,19,4,117,5,138,1,-0500,1,rogelio.martinez,FULL_COLOR,1,1,1
54600,PRINTER,CUP_Radius.pdf 051917 144537546,OK,0,9,47,14,19,4,117,5,138,1,-0500,31,53,14,19,4,117,5,138,1,-0500,1,rogelio.martinez,FULL_COLOR,1,1,1
54599,PRINTER,CUP_Aerial.pdf 051917 144532235,OK,0,4,47,14,19,4,117,5,138,1,-0500,30,53,14,19,4,117,5,138,1,-0500,1,rogelio.martinez,FULL_COLOR,1,1,1
54597,PRINTER,Notifications.x 051917 144203177,OK,0,35,43,14,19,4,117,5,138,1,-0500,22,53,14,19,4,117,5,138,1,-0500,2,rogelio.martinez,BLACK_AND_WHITE,1,1,2
54596,COPY,doc05459620170519144224,CANCEL,100,24,42,14,19,4,117,5,138,1,-0500,10,53,14,19,4,117,5,138,1,-0500,59,,FULL_COLOR,8,12,449
54595,PRINTER,SUP_J. GARCIA_A 051917 143900895,OK,0,32,40,14,19,4,117,5,138,1,-0500,38,40,14,19,4,117,5,138,1,-0500,1,alexandra.esparza,BLACK_AND_WHITE,1,1,1
54594,PRINTER,SUP_J. GARCIA_A 051917 143846621,OK,0,17,40,14,19,4,117,5,138,1,-0500,25,40,14,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54593,PRINTER,SUP_J. GARCIA_A 051917 143811052,CANCEL,100,42,39,14,19,4,117,5,138,1,-0500,59,39,14,19,4,117,5,138,1,-0500,1,alexandra.esparza,AUTO_COLOR,0,1,0
54592,PRINTER,Microsoft Outlo 051917 143203974,OK,0,36,33,14,19,4,117,5,138,1,-0500,46,33,14,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54590,COPY,doc05459020170519142510,OK,0,10,25,14,19,4,117,5,138,1,-0500,23,25,14,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54588,PRINTER,P&Z_FILE FOLDER 051917 142140838,OK,0,12,23,14,19,4,117,5,138,1,-0500,36,23,14,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54587,COPY,doc05458720170519142304,OK,0,4,23,14,19,4,117,5,138,1,-0500,18,23,14,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54585,COPY,doc05458520170519141743,OK,0,43,17,14,19,4,117,5,138,1,-0500,3,18,14,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54584,PRINTER,Checklist - CUP 051917 141607992,OK,0,40,17,14,19,4,117,5,138,1,-0500,55,17,14,19,4,117,5,138,1,-0500,2,alexandra.esparza,MIXED,1,1,2
54583,COPY,doc05458320170519141120,OK,0,20,11,14,19,4,117,5,138,1,-0500,26,11,14,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54580,COPY,doc05458020170519141004,OK,0,4,10,14,19,4,117,5,138,1,-0500,12,10,14,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,2,2,2
54578,PRINTER,Microsoft Outlo 051917 135753246,OK,0,26,59,13,19,4,117,5,138,1,-0500,35,59,13,19,4,117,5,138,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54577,COPY,doc05457720170519135236,OK,0,36,52,13,19,4,117,5,138,1,-0500,41,52,13,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54576,COPY,doc05457620170519135229,OK,0,29,52,13,19,4,117,5,138,1,-0500,35,52,13,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54575,PRINTER,Engineering (An 051917 134859488,OK,0,32,50,13,19,4,117,5,138,1,-0500,57,50,13,19,4,117,5,138,1,-0500,1,samuel.tooley,FULL_COLOR,1,1,1
54574,PRINTER,Engineering (An 051917 134814101,OK,0,47,49,13,19,4,117,5,138,1,-0500,10,50,13,19,4,117,5,138,1,-0500,1,samuel.tooley,FULL_COLOR,1,1,1
54573,PRINTER,COUNTRY GARDENS 051917 134756626,OK,0,29,49,13,19,4,117,5,138,1,-0500,43,49,13,19,4,117,5,138,1,-0500,1,samuel.tooley,FULL_COLOR,1,1,1
54572,PRINTER,One%20on%20One% 051917 134256806,OK,0,30,44,13,19,4,117,5,138,1,-0500,44,44,13,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,3,3,6
54571,PRINTER,Manager-Tools_O 051917 134242763,OK,0,16,44,13,19,4,117,5,138,1,-0500,31,44,13,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,3,3,6
54570,COPY,doc05457020170519133633,OK,0,33,36,13,19,4,117,5,138,1,-0500,39,36,13,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54569,COPY,doc05456920170519133624,OK,0,24,36,13,19,4,117,5,138,1,-0500,30,36,13,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54568,COPY,doc05456820170519133048,OK,0,48,30,13,19,4,117,5,138,1,-0500,54,30,13,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54567,PRINTER,memo boardsync  051917 131757861,OK,0,32,19,13,19,4,117,5,138,1,-0500,40,19,13,19,4,117,5,138,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54566,PRINTER,BoardSync Staff 051917 131720525,OK,0,55,18,13,19,4,117,5,138,1,-0500,5,19,13,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54565,PRINTER,Microsoft Outlo 051917 131346025,OK,0,20,15,13,19,4,117,5,138,1,-0500,30,15,13,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54563,PRINTER,Microsoft Outlo 051917 131003058,OK,0,37,11,13,19,4,117,5,138,1,-0500,48,11,13,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54562,PRINTER,memo boardsync  051917 124520755,OK,0,55,46,12,19,4,117,5,138,1,-0500,5,47,12,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54561,COPY,doc05456120170519122847,OK,0,47,28,12,19,4,117,5,138,1,-0500,3,38,12,19,4,117,5,138,1,-0500,2,,FULL_COLOR,100,100,200
54560,COPY,doc05456020170519122732,OK,0,32,27,12,19,4,117,5,138,1,-0500,16,32,12,19,4,117,5,138,1,-0500,2,,FULL_COLOR,100,100,200
54559,COPY,doc05455920170519120144,OK,0,44,1,12,19,4,117,5,138,1,-0500,27,6,12,19,4,117,5,138,1,-0500,2,,FULL_COLOR,100,100,200
54558,PRINTER,smoking.pub (Re 051917 115929897,OK,0,6,1,12,19,4,117,5,138,1,-0500,22,1,12,19,4,117,5,138,1,-0500,2,alexandra.esparza,FULL_COLOR,1,1,2
54557,PRINTER,navigate dev pr 051917 115849615,OK,0,26,0,12,19,4,117,5,138,1,-0500,43,0,12,19,4,117,5,138,1,-0500,2,alexandra.esparza,FULL_COLOR,1,1,2
54556,PRINTER,Dev Services br 051917 115330578,OK,0,7,55,11,19,4,117,5,138,1,-0500,23,55,11,19,4,117,5,138,1,-0500,2,alexandra.esparza,FULL_COLOR,1,1,2
54555,PRINTER,Dev Services br 051917 115247373,OK,0,24,54,11,19,4,117,5,138,1,-0500,38,54,11,19,4,117,5,138,1,-0500,2,alexandra.esparza,FULL_COLOR,1,1,2
54554,PRINTER,districtparking 051917 114337174,OK,0,15,45,11,19,4,117,5,138,1,-0500,25,45,11,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,1,1,2
54553,PRINTER,districtparking 051917 114054793,OK,0,33,42,11,19,4,117,5,138,1,-0500,43,42,11,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,1,1,2
54551,PRINTER,Staff Pre-Const 051917 113618319,OK,0,55,37,11,19,4,117,5,138,1,-0500,5,38,11,19,4,117,5,138,1,-0500,2,eddie.martinez,FULL_COLOR,1,1,2
54550,PRINTER,Staff Pre-Const 051917 113047594,OK,0,25,32,11,19,4,117,5,138,1,-0500,36,32,11,19,4,117,5,138,1,-0500,2,eddie.martinez,FULL_COLOR,1,1,2
54549,PRINTER,City of College 051917 112232476,OK,0,11,24,11,19,4,117,5,138,1,-0500,22,24,11,19,4,117,5,138,1,-0500,2,melanie.cano,MIXED,1,1,2
54548,PRINTER,Envelopes1 051917 111514963,OK,0,53,16,11,19,4,117,5,138,1,-0500,37,18,11,19,4,117,5,138,1,-0500,1,maricela.salinas,BLACK_AND_WHITE,1,1,1
54547,PRINTER,pbd-flyer.pdf 051917 111359362,OK,0,40,15,11,19,4,117,5,138,1,-0500,53,15,11,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,1,1,2
54546,PRINTER,pbd-faq.pdf 051917 111343079,OK,0,22,15,11,19,4,117,5,138,1,-0500,34,15,11,19,4,117,5,138,1,-0500,2,melanie.cano,MIXED,1,1,2
54545,PRINTER,pbd-flyer.pdf 051917 111313768,OK,0,53,14,11,19,4,117,5,138,1,-0500,11,15,11,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,1,1,2
54544,PRINTER,Washington Aven 051917 111258748,OK,0,38,14,11,19,4,117,5,138,1,-0500,55,14,11,19,4,117,5,138,1,-0500,2,melanie.cano,FULL_COLOR,1,1,2
54543,COPY,doc05454320170519110809,OK,0,9,8,11,19,4,117,5,138,1,-0500,19,8,11,19,4,117,5,138,1,-0500,1,,FULL_COLOR,1,1,1
54542,COPY,doc05454220170519105634,OK,0,34,56,10,19,4,117,5,138,1,-0500,42,56,10,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54541,COPY,doc05454120170519105520,OK,0,20,55,10,19,4,117,5,138,1,-0500,27,55,10,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54540,PRINTER,P&Z_MINUTES 05. 051917 104912859,OK,0,51,50,10,19,4,117,5,138,1,-0500,58,50,10,19,4,117,5,138,1,-0500,1,alexandra.esparza,BLACK_AND_WHITE,1,1,1
54539,PRINTER,Microsoft Outlo 051917 104737336,OK,0,16,49,10,19,4,117,5,138,1,-0500,25,49,10,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54538,PRINTER,Pharr Logistic  051917 104712023,OK,0,51,48,10,19,4,117,5,138,1,-0500,59,48,10,19,4,117,5,138,1,-0500,1,eddie.martinez,FULL_COLOR,1,1,1
54537,PRINTER,Comments Revise 051917 104522653,OK,0,1,47,10,19,4,117,5,138,1,-0500,9,47,10,19,4,117,5,138,1,-0500,1,eddie.martinez,FULL_COLOR,1,1,1
54536,PRINTER,"May 17, Campero 051917 104450517",OK,0,29,46,10,19,4,117,5,138,1,-0500,40,46,10,19,4,117,5,138,1,-0500,2,eddie.martinez,FULL_COLOR,1,1,2
54535,PRINTER,Microsoft Outlo 051917 104337573,OK,0,16,45,10,19,4,117,5,138,1,-0500,29,45,10,19,4,117,5,138,1,-0500,2,janie.benedict,MIXED,1,1,2
54534,PRINTER,Full page photo 051917 103931585,OK,0,18,44,10,19,4,117,5,138,1,-0500,19,45,10,19,4,117,5,138,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
54533,COPY,doc05453320170519103916,OK,0,16,39,10,19,4,117,5,138,1,-0500,26,39,10,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54532,PRINTER,SUPPLY LIST 201 051917 103134304,OK,0,13,33,10,19,4,117,5,138,1,-0500,24,33,10,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54531,PRINTER,about:blank 051917 102358641,OK,0,39,25,10,19,4,117,5,138,1,-0500,47,25,10,19,4,117,5,138,1,-0500,2,melanie.cano,BLACK_AND_WHITE,1,1,2
54525,PRINTER,MEMO_500 NORTH  051917 100751222,OK,0,31,9,10,19,4,117,5,138,1,-0500,39,9,10,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54524,PRINTER,MEMO_6101 SOUTH 051917 100746370,OK,0,26,9,10,19,4,117,5,138,1,-0500,35,9,10,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54517,PRINTER,MEMO_116 WEST S 051917 100114072,OK,0,54,2,10,19,4,117,5,138,1,-0500,3,3,10,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54516,PRINTER,MEMO_1510 MID-C 051917 095853841,OK,0,34,0,10,19,4,117,5,138,1,-0500,42,0,10,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54515,PRINTER,MEMO_808 EAST E 051917 095436284,OK,0,16,56,9,19,4,117,5,138,1,-0500,25,56,9,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54514,PRINTER,REYS TIRES  AUT 051917 094916341,OK,0,57,50,9,19,4,117,5,138,1,-0500,8,51,9,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54513,PRINTER,Labels - 5163 - 051917 094741263,OK,0,23,49,9,19,4,117,5,138,1,-0500,18,50,9,19,4,117,5,138,1,-0500,1,allister.castro,FULL_COLOR,5,5,5
54511,PRINTER,MEMO_500 NORTH  051917 094310479,OK,0,51,44,9,19,4,117,5,138,1,-0500,8,45,9,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54510,COPY,doc05451020170519094449,OK,0,49,44,9,19,4,117,5,138,1,-0500,0,45,9,19,4,117,5,138,1,-0500,2,,BLACK_AND_WHITE,1,1,2
54509,PRINTER,MEMO_6101 SOUTH 051917 093908803,OK,0,49,40,9,19,4,117,5,138,1,-0500,58,40,9,19,4,117,5,138,1,-0500,1,della.robles,FULL_COLOR,1,1,1
54508,PRINTER,P&Z_FILE FOLDER 051917 093348977,OK,0,30,35,9,19,4,117,5,138,1,-0500,46,35,9,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54507,PRINTER,Microsoft Outlo 051917 093232255,OK,0,13,34,9,19,4,117,5,138,1,-0500,20,34,9,19,4,117,5,138,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54505,PRINTER,MOBILE FOOD INS 051917 093128137,OK,0,9,33,9,19,4,117,5,138,1,-0500,25,33,9,19,4,117,5,138,1,-0500,2,della.robles,FULL_COLOR,1,1,2
54503,PRINTER,Microsoft Outlo 051917 092429603,OK,0,11,26,9,19,4,117,5,138,1,-0500,20,26,9,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54502,PRINTER,Microsoft Outlo 051917 092417014,OK,0,58,25,9,19,4,117,5,138,1,-0500,7,26,9,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54501,PRINTER,Microsoft Outlo 051917 092410134,OK,0,51,25,9,19,4,117,5,138,1,-0500,1,26,9,19,4,117,5,138,1,-0500,2,janie.benedict,FULL_COLOR,1,1,2
54500,PRINTER,Microsoft Outlo 051917 091034078,OK,0,16,12,9,19,4,117,5,138,1,-0500,28,12,9,19,4,117,5,138,1,-0500,3,maria.garcia,FULL_COLOR,1,1,3
54499,PRINTER,Checklist - CUP 051917 090638263,OK,0,20,8,9,19,4,117,5,138,1,-0500,35,8,9,19,4,117,5,138,1,-0500,2,alexandra.esparza,MIXED,1,1,2
54498,PRINTER,THE VILLAGE AT  051917 085928611,OK,0,10,1,9,19,4,117,5,138,1,-0500,22,1,9,19,4,117,5,138,1,-0500,1,samuel.tooley,BLACK_AND_WHITE,1,1,1
54497,COPY,doc05449720170519085837,OK,0,37,58,8,19,4,117,5,138,1,-0500,43,58,8,19,4,117,5,138,1,-0500,1,,BLACK_AND_WHITE,1,1,1
54496,PRINTER,main 051917 085135882,OK,0,18,53,8,19,4,117,5,138,1,-0500,25,53,8,19,4,117,5,138,1,-0500,1,alexandra.esparza,FULL_COLOR,1,1,1
54495,PRINTER,Microsoft Outlo 051917 085116715,OK,0,59,52,8,19,4,117,5,138,1,-0500,14,53,8,19,4,117,5,138,1,-0500,6,melanie.cano,FULL_COLOR,1,1,6
54494,COPY,doc05449420170519085017,OK,0,17,50,8,19,4,117,5,138,1,-0500,28,50,8,19,4,117,5,138,1,-0500,4,,BLACK_AND_WHITE,1,1,4
54493,PRINTER,PS2017051900029 051917 084701933,OK,0,44,48,8,19,4,117,5,138,1,-0500,59,48,8,19,4,117,5,138,1,-0500,4,della.robles,FULL_COLOR,1,1,4
54492,PRINTER,SOP 051917 084412342,OK,0,55,45,8,19,4,117,5,138,1,-0500,2,46,8,19,4,117,5,138,1,-0500,1,janie.benedict,BLACK_AND_WHITE,1,1,1
54491,PRINTER,SOP 051917 084205967,OK,0,48,43,8,19,4,117,5,138,1,-0500,57,43,8,19,4,117,5,138,1,-0500,1,janie.benedict,FULL_COLOR,1,1,1
54490,PRINTER,ArcReader Docum 051917 082939509,OK,0,23,31,8,19,4,117,5,138,1,-0500,33,31,8,19,4,117,5,138,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
54489,PRINTER,36x72_Thomas Rd 051917 082653695,OK,0,37,28,8,19,4,117,5,138,1,-0500,3,29,8,19,4,117,5,138,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
54488,PRINTER,36x72_Las Milpa 051917 082624954,OK,0,8,28,8,19,4,117,5,138,1,-0500,35,28,8,19,4,117,5,138,1,-0500,1,melanie.cano,FULL_COLOR,1,1,1
